gene_name	gene_claim_name	entrez_id	interaction_claim_source	interaction_types	drug_claim_name	drug_claim_primary_name	drug_name	drug_concept_id	interaction_group_score	PMIDs
ERBB2	HER2	2064	ChemblInteractions	inhibitor	CHEMBL3545111	Hemay-022	HEMAY-022	chembl:CHEMBL3545111	0.43	
PTGER4	5734	5734	GuideToPharmacology	agonist	135650378	ILOPROST	ILOPROST	chembl:CHEMBL494	0.39	
MITF	MITF	4286	DTC		METAPHIT METHANESULFONATE	METAPHIT METHANESULFONATE	METAPHIT METHANESULFONATE	chembl:CHEMBL1256971	0.3	
ATAD5	ATAD5	79915	DTC		N,N-HEXAMETHYLENEAMILORIDE	N,N-HEXAMETHYLENEAMILORIDE	N,N-HEXAMETHYLENEAMILORIDE	chembl:CHEMBL501701	0.04	
CYP2C9	CYP2C9	1559	DTC		QUINIDINE	QUINIDINE	QUINIDINE	chembl:CHEMBL1294	0.02	22931300,19117415
HTT	HTT	3064	DTC		DNDI1417599	DNDI1417599	CHEMBL2094833	chembl:CHEMBL2094833	0.05	
ABCB1	ABCB1	5243	PharmGKB		propranolol	propranolol	PROPRANOLOL	chembl:CHEMBL27	0.05	
ADRB2	P07550	154	TdgClinicalTrial		TERBUTALINE	TERBUTALINE	TERBUTALINE	chembl:CHEMBL1760	6.46	
CASR	846	846	GuideToPharmacology	allosteric modulator	135650739	NPS 2143				
IL10	IL10	3586	NCI		ROFECOXIB	ROFECOXIB	ROFECOXIB	chembl:CHEMBL122	1.07	15613743
FLT1	VEGFR-1	2321	TALC	inhibitor	CEDIRANIB	CEDIRANIB	CEDIRANIB	chembl:CHEMBL491473	0.11	
GPR139	124274	124274	GuideToPharmacology	antagonist	252827432	LP-471756				
ADRB2	ADRB2	154	DTC		SJ000018300	SJ000018300	CHEMBL590927	chembl:CHEMBL590927	0.08	
DYRK1A	Dual-specificity tyrosine-phosphorylation regulated kinase 1A	1859	TTD		PMID28766366-Compound-Scheme23MPPDerivatives	PMID28766366-Compound-Scheme23MPPDerivatives				
ALDH1A1	ALDH1A1	216	DTC		CADMIUM DICHLORIDE	CADMIUM DICHLORIDE	CADMIUM DICHLORIDE	chembl:CHEMBL1458880	0.01	
PLK4	PLK4	10733	DTC		GS 6201	GS 6201	GS 6201	chembl:CHEMBL260933	0.22	
PTGDR	Prostaglandin D2 receptor	5729	TTD		TS-022	TS-022				
	Herpes simplex virus DNA polymerase UL30		TTD		Valomaciclovir stearate	Valomaciclovir stearate				22162744
PIK3CA	PIK3CA	5290	ClearityFoundationBiomarkers		DS-7423	DS-7423	DS-7423	chembl:CHEMBL3545248	0.14	
SGK2	SGK2	10110	DTC		ILORASERTIB	ILORASERTIB	ILORASERTIB	chembl:CHEMBL1980297	0.04	
ANXA1	P04083	301	TEND		CLOCORTOLONE	CLOCORTOLONE	CLOCORTOLONE	wikidata:Q5134843	1.06	
HIPK2	HIPK2	28996	DTC		TAMATINIB	TAMATINIB	R-406	chembl:CHEMBL475251	0.05	
PDE3B	5140	5140	GuideToPharmacology	inhibitor	178103723	CILOSTAZOL	CILOSTAZOL	chembl:CHEMBL799	0.45	
	Plasmodium DOXP reductoisomerase		TTD		Fosclin	Fosclin				
HTT	HTT	3064	DTC		DNDI1416955	DNDI1416955	CHEMBL1327172	chembl:CHEMBL1327172	0.04	
CYP2J2	CYP2J2	1573	PharmGKB		terfenadine	terfenadine	TERFENADINE	chembl:CHEMBL17157	1.27	15861034
LRRK2	LRRK2	120892	DTC		AZD-1775	AZD-1775	ADAVOSERTIB	chembl:CHEMBL1976040	0.09	
GABRA1	P14867	2554	TdgClinicalTrial		NG2-73	NG2-73	ADIPIPLON	chembl:CHEMBL2103791	0.07	
ALOX12	ALOX12	239	DTC		ETHOPROPAZINE HYDROCHLORIDE	ETHOPROPAZINE HYDROCHLORIDE	ETHOPROPAZINE HYDROCHLORIDE	chembl:CHEMBL1200970	0.43	
CYP1B1	CYP1B1	1545	NCI		AMINOGLUTETHIMIDE	AMINOGLUTETHIMIDE	AMINOGLUTETHIMIDE	chembl:CHEMBL488	0.65	18256205
AR	P10275	367	TdgClinicalTrial		DROSPIRENONE	DROSPIRENONE	DROSPIRENONE	chembl:CHEMBL1509	0.09	
OXTR	5021	5021	GuideToPharmacology	antagonist	135650468	L-366,509				
MPHOSPH8	MPHOSPH8	54737	DTC		BENSERAZIDE HYDROCHLORIDE	BENSERAZIDE HYDROCHLORIDE	BENSERAZIDE HYDROCHLORIDE	chembl:CHEMBL1255778	0.03	
ATAD5	ATAD5	79915	DTC		ANGUIDIN	ANGUIDIN	ANGUIDIN	chembl:CHEMBL433680	0.05	
PDK1	Pyruvate dehydrogenase kinase 1	5163	TTD		Thiazole carboxamide derivative 16	Thiazole carboxamide derivative 16				
PTGS2	COX2	5743	ChemblInteractions	inhibitor	CHEMBL876	MECLOFENAMATE SODIUM	MECLOFENAMATE SODIUM	chembl:CHEMBL876	0.1	
	Human immunodeficiency virus Reverse transcriptase		TTD		OBP-601	OBP-601	CENSAVUDINE	chembl:CHEMBL124363		
MITF	MITF	4286	DTC		GNF-PF-3951	GNF-PF-3951	CHEMBL597649	chembl:CHEMBL597649	1.2	
ALDH1A1	ALDH1A1	216	DTC		2-NITRO-ETHANOL	2-NITRO-ETHANOL	CHEMBL324774	chembl:CHEMBL324774	0.16	
FOXO3	FOXO3	2309	DTC		RESVERATROL	RESVERATROL	RESVERATROL	chembl:CHEMBL165	1.33	17513867
SCN11A	SCN12A	11280	ChemblInteractions	blocker	CHEMBL1200341	INDECAINIDE HYDROCHLORIDE	INDECAINIDE HYDROCHLORIDE	chembl:CHEMBL1200341	0.11	
PIK3C2A	PIK3C2A	5286	MyCancerGenome	inhibitor	XL147	XL147	PILARALISIB	chembl:CHEMBL3360203	0.21	
TH	TH	7054	NCI		EPO	EPO	EPOETIN ALFA	chembl:CHEMBL1201565	0.48	16368081
CXCR3	2833	2833	GuideToPharmacology	agonist	178100556	[125I]CXCL10 (HUMAN)				
SLC12A3	NCC	6559	ChemblInteractions	inhibitor	CHEMBL1054	TRICHLORMETHIAZIDE	TRICHLORMETHIAZIDE	chembl:CHEMBL1054	2.95	
CCR2	CCR2	729230	NCI		MORPHINE	MORPHINE	MORPHINE	chembl:CHEMBL70	0.37	16831471
MST1R	PTK8	4486	ChemblInteractions	inhibitor	CHEMBL254760	MGCD-265	MGCD-265	chembl:CHEMBL254760	0.41	
PDGFRA	5156	5156	GuideToPharmacology	inhibitor	249565576	ENMD-2076	ENMD-2076	chembl:CHEMBL482968	0.08	
	Protein kinase C		TTD		Staurosporine	Staurosporine	STAUROSPORINE	chembl:CHEMBL388978		
RECQL	RECQL	5965	DTC		VERAPAMIL HYDROCHLORIDE	VERAPAMIL HYDROCHLORIDE	VERAPAMIL HYDROCHLORIDE	chembl:CHEMBL1280	0.05	
RACGAP1	RACGAP1	29127	DTC		KAEMPFEROL	KAEMPFEROL	KAEMPFEROL	chembl:CHEMBL150	0.05	
SCN3A	KIAA1356	6328	ChemblInteractions	blocker	CHEMBL1255654	TETRACAINE HYDROCHLORIDE	TETRACAINE HYDROCHLORIDE	chembl:CHEMBL1255654	0.11	
NR1H4	NR1H4	9971	DTC		GANODERIOL F	GANODERIOL F	GANODERIOL F	chembl:CHEMBL1915761	1.87	22014750
VEGFA	Vascular endothelial growth factor A	7422	TTD		Navicixizumab	Navicixizumab	NAVICIXIZUMAB	chembl:CHEMBL3989984	0.84	
CASR	Extracellular calcium-sensing receptor	846	TTD		Etelcalcetide	Etelcalcetide	VELCALCETIDE	chembl:CHEMBL3545184	15.91	
AR	AR	367	DTC		DOMIPHEN BROMIDE	DOMIPHEN BROMIDE	DOMIPHEN BROMIDE	chembl:CHEMBL486696	0.01	
ALDH1A1	ALDH1A1	216	DTC		CITRIC ACID	CITRIC ACID	CITRIC ACID	chembl:CHEMBL1261	0.04	
ADA	P00813	100	TdgClinicalTrial		PENTOSTATIN	PENTOSTATIN	PENTOSTATIN	chembl:CHEMBL1580	23.87	
HTR1A	3350	3350	GuideToPharmacology	antagonist	135650311	GR 125,743				
ITGB5	P18084	3693	TdgClinicalTrial		CNTO-95	CNTO-95	INTETUMUMAB	chembl:CHEMBL1743032	6.37	
GRM5	Metabotropic glutamate receptor 5	2915	TTD		Ethynyl compound 5	Ethynyl compound 5				
HSD17B10	HSD17B10	3028	DTC		TYRPHOSTIN 23	TYRPHOSTIN 23	TYRPHOSTIN 23	chembl:CHEMBL76904	0.01	
NAT2	NAT2	10	PharmGKB		thalidomide	thalidomide	THALIDOMIDE	chembl:CHEMBL468	0.2	20038957
PRKCQ	5588	5588	GuideToPharmacology	inhibitor	178101884	GSK690693	GSK-690693	chembl:CHEMBL494089	0.34	
SLC6A3	DAT1	6531	ChemblInteractions	inhibitor	CHEMBL1898523	PHENDIMETRAZINE TARTRATE	PHENDIMETRAZINE TARTRATE	chembl:CHEMBL1898523	0.53	
MET	MET	4233	JAX-CKB		Ficlatuzumab	Ficlatuzumab	FICLATUZUMAB	chembl:CHEMBL1743018	0.58	24901237
EHMT2	EHMT2	10919	DTC		CANAVANINE	CANAVANINE	CANAVANINE	chembl:CHEMBL443732	0.04	
NT5E	Ecto-5'-nucleotidase	4907	TTD		PMID28870136-Compound-44	PMID28870136-Compound-44				
FLT3	FLT3	2322	JAX-CKB		AP26113	AP26113	CHEMBL3397300	chembl:CHEMBL3397300	0.22	27780853
FABP5	Fatty acid-binding protein 5	2171	TTD		PMID27109571-Compound-30	PMID27109571-Compound-30				
SENP1	SENP1	29843	DTC		ORG-41841	ORG-41841	CHEMBL211405	chembl:CHEMBL211405	21.22	
BRD7	29117	29117	GuideToPharmacology	inhibitor	252166773	LP99				
MAPK1	MAPK1	5594	DTC		NSC-753576	NSC-753576	CHEMBL2088731	chembl:CHEMBL2088731	0.4	22982122
CSF1R	CSF1R	1436	TALC	inhibitor	DASATINIB	DASATINIB	DASATINIB	chembl:CHEMBL1421	0.01	
AR	AR	367	DTC		MICHLER'S KETONE	MICHLER'S KETONE	MICHLER'S KETONE	chembl:CHEMBL15137	0.01	
ESR1	ESR1	2099	DTC		PROPYLPYRAZOLETRIOL	PROPYLPYRAZOLETRIOL	PROPYLPYRAZOLETRIOL	chembl:CHEMBL441282	0.06	
PTEN	PTEN	5728	PharmGKB		cisplatin	cisplatin	CISPLATIN	chembl:CHEMBL11359	0.0	
DRD2	1813	1813	GuideToPharmacology	antagonist	135651359	ZIPRASIDONE	ZIPRASIDONE	chembl:CHEMBL708	0.17	
TUBB8	TUBB8	347688	DTC		NOCODAZOLE	NOCODAZOLE	NOCODAZOLE	chembl:CHEMBL9514	0.39	21194809,25815147,25369367,25262051,23313639
USP2	USP2	9099	DTC		QUINALIZARIN	QUINALIZARIN	QUINALIZARIN	chembl:CHEMBL29898	0.16	
DRD1	P21728	1812	TEND		PROCHLORPERAZINE	PROCHLORPERAZINE	PROCHLORPERAZINE	chembl:CHEMBL728	0.03	
SLC6A2	P23975	6530	TdgClinicalTrial		COCAINE	COCAINE	COCAINE	chembl:CHEMBL370805	0.37	
S1PR3	Sphingosine-1-phosphate receptor 3	1903	TTD		BDBM50080559	BDBM50080559				
NAT1	NAT1	9	ChemblInteractions	inhibitor	CHEMBL3301595	DASOTRALINE	DASOTRALINE	chembl:CHEMBL3301595	0.37	
KCNJ4	3761	3761	GuideToPharmacology	blocker	135651249	TETRAETHYLAMMONIUM				
GABRG2	GABRG2	2566	ChemblInteractions	positive modulator	CHEMBL1200903	SECOBARBITAL SODIUM	SECOBARBITAL SODIUM	chembl:CHEMBL1200903	0.06	
CASR	P41180	846	TEND		CINACALCET	CINACALCET	CINACALCET	chembl:CHEMBL1201284	27.85	
ESR1	ESR	2099	FDA		Tamoxifen	Tamoxifen	TAMOXIFEN	chembl:CHEMBL83	0.11	
CYP3A4	CYP3A4	1576	DTC		PF-03715455	PF-03715455	PF-03715455	chembl:CHEMBL1938400	0.02	21888439
TP53	TP53	7157	DTC		CHLORAMBUCIL	CHLORAMBUCIL	CHLORAMBUCIL	chembl:CHEMBL515	0.01	
CHRM3	1131	1131	GuideToPharmacology	agonist	135649887	(+)-ACECLIDINE				
TNFRSF17	B-cell maturation protein	608	TTD		P-BCMA-101 CAR-T cells	P-BCMA-101 CAR-T cells				
PTEN	PTEN	5728	JAX-CKB		Copanlisib	Copanlisib	COPANLISIB	chembl:CHEMBL3218576	0.11	27672108
NFE2L2	NFE2L2	4780	DTC		DEFEROXAMINE MESYLATE	DEFEROXAMINE MESYLATE	DEFEROXAMINE MESYLATE	chembl:CHEMBL1234	0.03	
	Bacterial Fimbrin D-mannose adhesin		TTD		Biaryl mannoside derivative 13	Biaryl mannoside derivative 13				
ADH1A	P07327	124	TdgClinicalTrial		FOMEPIZOLE	FOMEPIZOLE	FOMEPIZOLE	chembl:CHEMBL1308	39.78	
ALK	ALK	238	DTC		LINIFANIB	LINIFANIB	LINIFANIB	chembl:CHEMBL223360	0.02	
	TRAIL receptor		TTD		ABBV-621	ABBV-621				
ATAD5	ATAD5	79915	DTC		FLUSPIRILENE	FLUSPIRILENE	FLUSPIRILENE	chembl:CHEMBL46516	0.01	
ATXN2	ATXN2	6311	DTC		CYCLOVALONE	CYCLOVALONE	CYCLOVALONE	chembl:CHEMBL17205	0.04	
TP53	TP53	7157	DTC		CHRYSENE-1,4-DIONE	CHRYSENE-1,4-DIONE	CHEMBL421215	chembl:CHEMBL421215	0.02	
RAMP3	O60896	10268	TEND		PRAMLINTIDE	PRAMLINTIDE	PRAMLINTIDE	chembl:CHEMBL2103758	42.43	
CYP2D6	CYP2D6	1565	DTC		NU-1025	NU-1025	CHEMBL123904	chembl:CHEMBL123904	0.02	
IGF1R	IGF-1R	3480	TALC	antibody	FIGITUMUMAB	FIGITUMUMAB	FIGITUMUMAB	chembl:CHEMBL1743019	6.7	
HSD17B10	HSD17B10	3028	DTC		ERGOCRYPTINE	ERGOCRYPTINE	ERGOCRYPTINE	chembl:CHEMBL1403281	0.02	
MST1R	Macrophage-stimulating protein receptor	4486	TTD		RON Monoclonal Antibody	RON Monoclonal Antibody				
NMUR2	56923	56923	GuideToPharmacology	agonist	135652329	NEUROMEDIN U-25				
ATG4B	ATG4B	23192	DTC		DOXYCYCLINE HYCLATE	DOXYCYCLINE HYCLATE	DOXYCYCLINE HYCLATE	chembl:CHEMBL1200567	0.61	
SSTR1	6751	6751	GuideToPharmacology	agonist	135652104	DES-AA1,2,5,12,13-[D-TRP8]SRIF				
FAS	FAS	355	NCI		MPA	MPA	PROGESTERONE	chembl:CHEMBL103	0.09	14659903
DRD2	DRD2	1813	PharmGKB		amphetamine	amphetamine	AMPHETAMINE	chembl:CHEMBL405	0.05	
MAP2K1	MEK1	5604	ClearityFoundationClinicalTrial		TRAMETINIB	TRAMETINIB	TRAMETINIB	chembl:CHEMBL2103875	0.67	
SCN10A	Q9Y5Y9	6336	TdgClinicalTrial		DYCLONINE	DYCLONINE	DYCLONINE	chembl:CHEMBL1201217	0.56	
RORC	Nuclear receptor ROR-gamma	6097	TTD		VTP-43742	VTP-43742				
	Streptococcus Topoisomerase IV A		TTD		Inhaled liposomal ciprofloxacin	Inhaled liposomal ciprofloxacin				10898691
TYMS	TYMS	7298	NCI		HYDROCORTISONE	HYDROCORTISONE	HYDROCORTISONE	chembl:CHEMBL389621	0.09	2707640
BDNF	BDNF	627	NCI		VERTEPORFIN	VERTEPORFIN	VERTEPORFIN	chembl:CHEMBL2218885	0.99	15505074
POLK	POLK	51426	DTC		SURAMIN HEXASODIUM	SURAMIN HEXASODIUM	SURAMIN HEXASODIUM	chembl:CHEMBL413376	0.02	
FABP5	Fatty acid-binding protein 5	2171	TTD		PMID27109571-Compound-12	PMID27109571-Compound-12				
SERPINE1	SERPINE1	5054	NCI		DEFIBROTIDE	DEFIBROTIDE	DEFIBROTIDE	chembl:CHEMBL2108396	3.18	12745658
EGFR	EGFR	1956	TALC	inhibitor	AP26113	AP26113	CHEMBL3397300	chembl:CHEMBL3397300	0.3	
CHRM1	P11229	1128	TEND		IPRATROPIUM	IPRATROPIUM	IPRATROPIUM	chembl:CHEMBL1621597	0.38	
COL1A2	Collagen I	1278	TTD		Solubilized type 1 native bovine collagen	Solubilized type 1 native bovine collagen				
PIK3CG	PI3-kinase gamma	5294	TTD		XL147	XL147	PILARALISIB	chembl:CHEMBL3360203	0.13	
APEX1	APEX1	328	DTC		CEFAMANDOLE SODIUM	CEFAMANDOLE SODIUM	CEFAMANDOLE SODIUM	chembl:CHEMBL1360024	0.03	
CDC25B	CDC25B	994	DTC		NSC-663284	NSC-663284	CHEMBL337173	chembl:CHEMBL337173	0.91	25703307
MAPT	MAPT	4137	DTC		NSC-228155	NSC-228155	CHEMBL505670	chembl:CHEMBL505670	0.0	
MTOR	2475	2475	GuideToPharmacology	inhibitor	249565616	SAPANISERTIB	SAPANISERTIB	chembl:CHEMBL3545097	0.08	
PGR	PGR	5241	FDA		Lapatinib	Lapatinib	LAPATINIB	chembl:CHEMBL554	0.08	
GPC3	Glypican-3	2719	TTD		CAR-GPC3 T cell	CAR-GPC3 T cell				
GRIN1	GRIN1	2902	PharmGKB		methamphetamine	methamphetamine	METHAMPHETAMINE	chembl:CHEMBL1201201	0.11	23880023
AGTR1	AGTR1A	185	ChemblInteractions	antagonist	CHEMBL2103795	AZILSARTAN KAMEDOXOMIL	AZILSARTAN KAMEDOXOMIL	chembl:CHEMBL2103795	1.3	
EGFR	EGFR	1956	ClearityFoundationClinicalTrial		AKOS004227608	AKOS004227608				
CTSK	CATHEPSIN K	1513	TALC	inhibitor	ODANACATIB	ODANACATIB	ODANACATIB	chembl:CHEMBL481611	15.91	
RRM2	RRM2	6241	PharmGKB		cytarabine	cytarabine	CYTARABINE	chembl:CHEMBL803	0.23	24024897
CYP26B1	Q9NR63	56603	TdgClinicalTrial		TALAROZOLE	TALAROZOLE	TALAROZOLE	chembl:CHEMBL459505	15.91	
MAPK11	5600	5600	GuideToPharmacology	inhibitor	178102296	DORAMAPIMOD	DORAMAPIMOD	chembl:CHEMBL103667	0.11	
EGFR	P00533	1956	TdgClinicalTrial		SYM004	SYM004				
XIAP	XIAP	331	NCI		ALPHA-DIFLUOROMETHYLORNITHINE	ALPHA-DIFLUOROMETHYLORNITHINE				15075199
	Proteasome beta-8		TTD		PMID29865878-Compound-58	PMID29865878-Compound-58				
CMKLR2	2825	2825	GuideToPharmacology	agonist	135651892	CHEMERIN				
TYMS	TYMS	7298	CIViC		METHOTREXATE	METHOTREXATE	METHOTREXATE	chembl:CHEMBL34259	0.05	23652803
THPO	THPO	7066	DTC		TERFENADINE	TERFENADINE	TERFENADINE	chembl:CHEMBL17157	0.06	
XDH	Xanthine dehydrogenase/oxidase	7498	TTD		PMID27841045-Compound-132	PMID27841045-Compound-132				
CA12	CA12	771	PharmGKB		celecoxib	celecoxib	CELECOXIB	chembl:CHEMBL118	0.17	22336956
GRIA2	P42262	2891	TdgClinicalTrial		BUTETHAL	BUTETHAL	BUTETHAL	chembl:CHEMBL404422	0.77	
CCNK	CCNK	8812	PharmGKB		fluorouracil	fluorouracil	FLUOROURACIL	chembl:CHEMBL185	0.2	
SCN9A	Q15858	6335	TdgClinicalTrial		RANOLAZINE	RANOLAZINE	RANOLAZINE	chembl:CHEMBL1404	0.4	
AURKA	AURKA	6790	CIViC		CISPLATIN	CISPLATIN	CISPLATIN	chembl:CHEMBL11359	0.03	25924824,25082261
ACHE	P22303	43	TEND		GALANTAMINE	GALANTAMINE	GALANTAMINE	chembl:CHEMBL659	6.21	
EGFR	EGFR	1956	FDA		Ramucirumab	Ramucirumab	RAMUCIRUMAB	chembl:CHEMBL1743062	0.12	
PSEN1	PSEN1	5663	MyCancerGenome	inhibitor	MK0752	MK0752				
HTRA1	HTRA1	5654	PharmGKB		bevacizumab	bevacizumab	BEVACIZUMAB	chembl:CHEMBL1201583	5.13	22594510,23559864,23842101,23337555
STK17A	STK17A	9263	DTC		KD-025	KD-025	CHEMBL2005186	chembl:CHEMBL2005186	0.34	
PPARG	PPARG	5468	DTC		AMORFRUTIN A	AMORFRUTIN A	AMORFRUTIN A	chembl:CHEMBL491820	0.23	25938459
RECQL	RECQL	5965	DTC		MMV009085	MMV009085	CHEMBL581225	chembl:CHEMBL581225	0.05	
VIM	VIM	7431	NCI		ENU	ENU				3440878
KDR	KDR	3791	PharmGKB		sorafenib	sorafenib	SORAFENIB	chembl:CHEMBL1336	0.15	25182707,20124951,28362716,25816720,24510746,20630084
TP53	P53	7157	TALC	vaccine	AD.P53-DC	AD.P53-DC				
VDR	VDR	7421	NCI		ANDROGENS	ANDROGENS				12796696
FABP5	Fatty acid-binding protein 5	2171	TTD		PMID27109571-Compound-29	PMID27109571-Compound-29				
LTK	4058	4058	GuideToPharmacology	inhibitor	385612233	BELIZATINIB				
HTR4	3360	3360	GuideToPharmacology	agonist	135650947	RS 67333				
JAK3	JAK3	3718	DTC		TAMATINIB	TAMATINIB	R-406	chembl:CHEMBL475251	0.02	
G6PD	G6PD	2539	FDA		Sodium Ascorbate	Sodium Ascorbate				
F8	F8	2157	NCI		C5A	C5A				2611046
CD19	B-lymphocyte surface antigen B4	930	TTD		Anti-CD20 CAR-T cells	Anti-CD20 CAR-T cells				
	Steroid hormone receptor ERR		TTD		Desoximetasone	Desoximetasone	DESOXIMETASONE	chembl:CHEMBL1766		
	PI3KCB		ClearityFoundationClinicalTrial		NVP-BEZ240	NVP-BEZ240				
PDK1	Pyruvate dehydrogenase kinase 1	5163	TTD		PMID25684022-Compound-US20130053382 37(4-6)	PMID25684022-Compound-US20130053382 37(4-6)				
HMGCR	3156	3156	GuideToPharmacology	inhibitor	249565672	COMPOUND 2 [DREYER ET AL., 1991]				
MAPK13	O15264	5603	TdgClinicalTrial		SEMAPIMOD	SEMAPIMOD	SEMAPIMOD	chembl:CHEMBL2107779	0.44	
	Proteasome beta-5		TTD		Peptide analog 17	Peptide analog 17				
ALPG	ALPPL2	251	DTC		GNF-PF-1947	GNF-PF-1947	CHEMBL585591	chembl:CHEMBL585591	0.12	
RAF1	RAF	5894	ChemblInteractions	inhibitor	CHEMBL1200485	SORAFENIB TOSYLATE	SORAFENIB TOSYLATE	chembl:CHEMBL1200485	0.15	
CDK19	23097	23097	GuideToPharmacology	inhibitor	252827368	PEXIDARTINIB	PEXIDARTINIB	chembl:CHEMBL3813873	0.53	
	N-methyl-D-aspartate receptor		TTD		Cycloserine	Cycloserine	CYCLOSERINE	chembl:CHEMBL771		
TDO2	6999	6999	GuideToPharmacology	inhibitor	315661101	LM10				
	Human Deoxyribonucleic acid		TTD		Dornase Alfa	Dornase Alfa				
FAAH	FAAH	2166	NCI		ACETAMINOPHEN	ACETAMINOPHEN	ACETAMINOPHEN	chembl:CHEMBL112	0.23	15987694
HSPA8	HSPA8	3312	NCI		CISPLATIN	CISPLATIN	CISPLATIN	chembl:CHEMBL11359	0.06	15378690
SCN5A	Q14524	6331	TEND		LIDOCAINE	LIDOCAINE	LIDOCAINE	chembl:CHEMBL79	0.49	
MTOR	MTOR	2475	DTC		PYRROLIDINE DITHIOCARBAMATE	PYRROLIDINE DITHIOCARBAMATE	PYRROLIDINE DITHIOCARBAMATE	chembl:CHEMBL399491	0.04	
CSF1R	CSF1R	1436	DTC		GW843682X	GW843682X	GW843682X	chembl:CHEMBL514499	0.03	
CYP2C9	CYP2C9	1559	DTC		MINOXIDIL	MINOXIDIL	MINOXIDIL	chembl:CHEMBL802	0.03	22931300
INSR	INSR	3643	ChemblInteractions	agonist	CHEMBL1201638	INSULIN SUSP PROTAMINE ZINC PURIFIED PORK	INSULIN SUSP PROTAMINE ZINC PURIFIED PORK	chembl:CHEMBL1201638	1.03	
TOP1	TOP1	7150	DTC		INDIMITECAN	INDIMITECAN	INDIMITECAN	chembl:CHEMBL1196228	1.34	20630766
HDAC2	Q92769	3066	TdgClinicalTrial		PRACINOSTAT	PRACINOSTAT	PRACINOSTAT	chembl:CHEMBL1851943	0.12	
C5AR1	728	728	GuideToPharmacology	antagonist	329968391	DF2593A				
NFE2L2	NFE2L2	4780	DTC		FLUFENAMIC ACID	FLUFENAMIC ACID	FLUFENAMIC ACID	chembl:CHEMBL23588	0.02	
USP2	USP2	9099	DTC		THONZONIUM BROMIDE	THONZONIUM BROMIDE	THONZONIUM BROMIDE	chembl:CHEMBL1200883	0.27	
TP53	TP53	7157	PharmGKB		venetoclax	venetoclax	VENETOCLAX	chembl:CHEMBL3137309	0.02	
TRPV1	Transient receptor potential cation channel V1	7442	TTD		PMID25666693-Compound-155	PMID25666693-Compound-155				
SCN2A	6326	6326	GuideToPharmacology	blocker	384403636	GNE-616				
ARSA	ARSA	410	DTC		RO-410960	RO-410960	CHEMBL1256291	chembl:CHEMBL1256291	0.28	
KDM4E	KDM4E	390245	DTC		CARMINE	CARMINE	CARMINE	chembl:CHEMBL1366408	0.02	
SFTPB	SFTPB	6439	NCI		STZ	STZ	STREPTOZOCIN	chembl:CHEMBL1651906	2.77	1386745
POLH	POLH	5429	DTC		NSC-107022	NSC-107022	CHEMBL1601846	chembl:CHEMBL1601846	0.02	
	Fusion protein Bcr-Abl		TTD		NPB-001-056	NPB-001-056				
OPRL1	4987	4987	GuideToPharmacology	agonist	252827521	(R)-RO65-6570				
ATAD5	ATAD5	79915	DTC		TCMDC-124353	TCMDC-124353	CHEMBL529918	chembl:CHEMBL529918	0.07	
TP53	TP53	7157	DTC		MELPHALAN	MELPHALAN	MELPHALAN	chembl:CHEMBL852	0.01	
KDM4E	KDM4E	390245	DTC		AG-537	AG-537	CHEMBL67535	chembl:CHEMBL67535	0.01	
THPO	THPO	7066	DTC		WIN-55212-2	WIN-55212-2	WIN-552122	chembl:CHEMBL188	0.05	
COMT	Catechol-O-methyl-transferase	1312	TTD		Opicapone	Opicapone	OPICAPONE	chembl:CHEMBL1089318	7.96	
NPSR1	NPSR1	387129	DTC		GNF-PF-1500	GNF-PF-1500	CHEMBL577673	chembl:CHEMBL577673	0.38	
MMP2	MMP2	4313	NCI		BMS-275291	BMS-275291	REBIMASTAT	chembl:CHEMBL76222	4.71	15041713
ALOX5	P09917	240	TdgClinicalTrial		MESALAZINE	MESALAZINE	MESALAMINE	chembl:CHEMBL704	0.64	
	Protein kinase		TTD		ENMD-2076	ENMD-2076	ENMD-2076	chembl:CHEMBL482968		
ABCB1	ABCB1	5243	CIViC		CRIZOTINIB	CRIZOTINIB	CRIZOTINIB	chembl:CHEMBL601719	0.03	26870817
EXO1	EXO1	9156	PharmGKB		capecitabine	capecitabine	CAPECITABINE	chembl:CHEMBL1773	0.88	
IDO1	Indoleamine 2,3-dioxygenase 1	3620	TTD		NLG8189	NLG8189				
SLC33A1	9197	9197	GuideToPharmacology		178101262	[14C]ACETYLCOA				
APOBEC3G	APOBEC3G	60489	DTC		CID 100335	CID 100335	CHEMBL1520346	chembl:CHEMBL1520346	0.22	
APEX1	APEX1	328	DTC		TANNIC ACID	TANNIC ACID	TANNIC ACID	chembl:CHEMBL506247	0.04	
	Candida Cytochrome P450 51		TTD		Voriconazole	Voriconazole	VORICONAZOLE	chembl:CHEMBL638		
GABRA3	2556	2556	GuideToPharmacology	allosteric modulator	178101009	FLUMAZENIL	FLUMAZENIL	chembl:CHEMBL407	0.2	
ADRB2	ADRB2	154	DTC		PROPRANOLOL	PROPRANOLOL	PROPRANOLOL	chembl:CHEMBL27	0.3	2903243,16680159
CASP3	CASP3	836	DTC		AICAR	AICAR	CHEMBL483849	chembl:CHEMBL483849	1.93	17181154
ABCB1	ABCB1	5243	DTC		HETEROCODEINE	HETEROCODEINE	HETEROCODEINE	chembl:CHEMBL358043	0.53	18311899
